0,"Microsoft      has reached 44 million daily active users for Teams, the collaborative communications service that is part of the Office 365 productivity suite, the company said Thursday. That’s up from the 20 million users disclosed last November. Teams is the primary rival for            Slack Technologies      (ticker: WORK), which announced 12 million users last October. Neither company releases user data on a routine basis.Microsoft (MSFT) said that the user total has accelerated over the last week as more people work remotely amid the Covid-19 pandemic. The user total rose 12 million from March 11 to Wednesday.The company said it now has 20 customers with more than 100,000 users, up from 14 a week ago, including            SAP,      Ernst & Young, and            Continental AG      .            Accenture      has more than 440,000 Teams users, the company said. Microsoft said 93 of the Fortune 100 companies use Teams,Microsoft also announced new features for Teams, including real-time suppression of background noises like keyboard typing, and a feature that allows participants in a group meeting to “raise their hand” to signal they have something to say. The company said Teams also will soon enable users to open chats into a separate window. In the U.S., Microsoft is also introducing 365 Business Voice, a new offering for small-and-mid-sized businesses that makes Teams a complete phone system.The announcement from Teams comes a day after Slack unveiled a major product upgrade, intended to provide users with “a simpler, more organized experience.”Amid a sharp market downdraft, Slack shares on Wednesday fell 9.5%, to $18.01. Microsoft fell 4% to $140.40. Write to Eric J. Savitz at eric.savitz@barrons.com Microsoft has reached 44 million daily active users for Teams, the collaborative communications service that is part of the Office 365 productivity suite, the company said Thursday.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
1,"Investors have been grasping for some sort of framework by which to compare the market rout stoked by the coronavirus outbreak. On Monday, the 11th anniversary of the bull market, they got it: 2008. While it may not be a perfect comparison, strategists are now pointing to the deep downturn during 2008 for clues as to where the markets today will go—and warning value stocks may not be the place for a tactical shift. Instead, many prefer companies with strong balance sheets. Markets globally tumbled Monday, with coronavirus concerns exacerbated by Saudi Arabia launching an oil price war. The S&P 500 opened down 7%, briefly halting trade.As confirmed coronavirus cases outside of China tripled in the past week and the U.S. began grappling with how to deal with the outbreak, strategists started preparing for their worst-case scenarios to become the baseline, even as a lot remained unknown.For the most part, strategists aren’t looking to jump in yet for bargains. “We’re looking for 2008 levels of market fear to tell us the bottoming process has begun and we expect that window will be shorter than the financial crisis,” writes Nicholas Colas, co-founder of DataTrek Research. In a note to clients, Neil Shearing, chief economist at Capital Economics, wrote that 2008 was a financial shock that hit demand whereas the coronavirus shock is one that is hitting both demand and supply and that means it is likely to play out differently. As a result, he expects a sharp economic hit that will play out more like a recession than a depression.• While the 2008 crisis created a deep recession and a slow recovery as both households and financial firms had to heal their balance sheets, the virus is likely to spark sharp drops in output in the affected economies over the next quarter but, as long as virus fades, activity should bounce back as supply constraints are eased. In other words, Shearing writes, expect a short, sharp shock.• Typically, fiscal and monetary stimulus work by boosting demand. But today, the problem lies with both supply and demand. Loans and subsidies to the hardest-hit companies—targeted, temporary and large fiscal support—could offset the shock and central bankers could ease credit troubles with cheap financing to banks to the worst-hit companies. But the speed of the recovery is predicated largely on how the virus spreads and life returns to normal, he notes.• Asset-price collapses have historically triggered severe depressions in the past. In 2008, high levels of leverage in the banking system and other vulnerabilities in the global financial system, such as a dependence on wholesale finance and short-term credit lines, magnified the situation, Shearing notes. The good news: Though debt levels are high, they are concentrated in the government rather than households and thus less risky and banks are better-capitalized. The pockets of vulnerabilities are not big enough to trigger a global crisis, Shearing says. • The biggest risk beyond the immediate coronavirus is likely what the Japanification of more of the developed economies means, where more countries get stuck in a rut of anemic growth and perpetually low interest rates. Interest-rate cuts made to combat this crisis could push more investors to reach for yield, eventually causing bubbles to inflate, thus sowing the seeds of the next major crisis, he warns.Shearing’s outlook is the kind that has investors rushing to find some safety. But most low-volatility stocks are trading at premiums that are making them unattractive to some. And while value stocks sometimes do well out of market routs, strategists aren’t so sure this time. Better positioned may be strong balance-sheet companies. In a note to clients, Inigo Fraser-Jenkins, co-head of portfolio strategy at Bernstein Research, gives two reasons it is hard to make a case for a tactical shift to value: The biggest value sectors are banks and energy—both of which face severe challenges as interest rates tumble, credit risks rise and oil prices plummet. Fraser-Jenkins says large-cap energy stocks could become a core part of an income strategy—but in the medium term rather than the short term. While many investors flock to low-volatility stock because they tend to do well as earnings growth turns negative, Fraser-Jenkins cautions that these stocks tend to reverse quickly as earnings growth bottoms. Plus, in the U.S., low-volatility stocks are expensive and highly linked to short-term bond-yield moves. With the quality of corporate credit at its lowest point in two decades and balance-sheet quality not priced into the stock market the way other quality measures are, Fraser-Jenkins favors stocks of companies with good balance-sheet quality. Plus, companies with strong balance sheets in the U.S. and Europe aren’t expensive, with relative valuations around the middle of their post-1997 historic range—a “relatively inexpensive entry point” for investors seeking protection from the market rout.Electronic Arts      (ticker: EA),            Alphabet      (GOOG),            Procter & Gamble      (PG),            Walmart      (WMT),            Biogen      (BIIB),            Nvidia      (NVDA),            Visa      (V), and            Accenture      (ACN) are among the U.S. companies Bernstein listed as having a sector neutral low leverage and high credit ratings, as well as an Outperform rating.The lesson: Not everything that was “safe” last time will be this time around. Write to Reshma Kapadia at reshma.kapadia@barrons.comInvestors have been grasping for some sort of framework by which to compare the market rout stoked by the coronavirus outbreak.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0,"Shares in            Publicis      Groupe rose as much as 4% on Thursday after the world’s third biggest advertising group by sales confirmed its outlook for 2020. But challenges remain as clients continue to cut ad spending amid competition from Facebook and Alphabet’s Google. The back story. The French ad giant behind marketing campaigns for companies including Coca-Cola (KO) and            L’Oréal      (LRLCY) has had a challenging year as clients tighten their budgets in a tough economic environment. It lowered its guidance twice in 2019.Chief Executive Arthur Sadoun has been trying to offset the fall in traditional ad spending by reorganizing the business, including investing heavily in data capabilities and technology as spending moves online. In July, it paid $4.4 billion to buy Epsilon, the marketing-services company, from            Alliance Data Systems. Whats new. Publicis (PUB.France), which competes against bigger rivals            WPP      (WPP) and            Omnicom      Group (OMC), recorded an 8.5% decline in net profit to €841 million (about $923 million) in the year ended December 31. This was on revenues of €9.8 billion, up 9.3% over the period, compared with €9 billion in 2018. The company confirmed its earlier outlook for 2020 organic sales growth, saying its underlying sales would evolve in the range of -2% and +1%. It also continues to target an operating margin rate of around 17%, driven by the reorganization and new sources of revenue.Shares in Publicis, which have fallen by nearly 30% in the past year, were trading 3.06% higher at €41.37 at 12:30 GMT. Looking Ahead. Sadoun’s strategy of fending off competition from tech giants, as well as consulting firms like            Accenture      (ACN), by focusing on data analytics is starting to work. The French group has scored a series of big mandates including Walt Disney (DIS), Swiss drugmaker            Novartis      (NVS) and snacks company            Mondelez International      (MDLZ) and can now offer them technological tools on top of traditional creative marketing campaigns. For now, that seems enough to have convinced analysts at UBS to assign a Buy rating on the stock and a price target of €44.00. Shares in Publicis Groupe rose as much as 4% on Thursday after the world’s third biggest advertising group by sales confirmed its outlook for 2020.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0,"“The store is just sick.”Oscar Quinones, 28, was in Nike’s flagship store on Fifth Avenue in Manhattan, and he was speaking out of reverence, not disgust. The store has a design studio on the top floor where experts dole out advice on fit and fabrics and how to use Nike gear.“I walk in and see all the parts of the shoes, how they’re made,...    “The store is just sick.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
1,"Danaher      is famous for its business system that effectively integrates small, bolt-on acquisitions. The company has completed more than six transactions a year on average for the last five years. The strategy has worked for investors. Danaher stock has returned more than 20% a year for the last 10 years on average, 4.5 percentage points better than the Dow Jones Industrial Average.What does a conglomerate (ticker: DHR) have in common with a software company you may never have heard of?            Open Text      (OTEX) is Canada’s largest software company, providing enterprise information management products. Like Danaher, it spends free cash flow on small, bolt-on acquisitions—completing about four deals a year on average for the past five years. And Open Text shares have returned more than 17% a year on average for the last 10 years—nearly as impressive as Danaher’s. What’s more, Open Text’s reasonable valuation and stable business model should help it repeat the feat over the next 10 years.Open Text software products help businesses and governments become digital—putting legacy data into the cloud. Its strategic partners include            Microsoft      (MSFT),            Oracle      (ORCL),            SAP      (SAP),            Accenture      (ACN) and Deloitte. Open Text has more than 120,000 customers and 100 million users in over 110 countries. It’s a significant global operation with a market value in excess of $10 billion. The U.S. software sector has been incredibly hot lately. The software components of the S&P 500 have returned nearly 24% a year for the last five years, nearly double the return of the Dow Jones Industrial Average over the same span. And software valuations have exploded, rising from four times price to sales—a common metric used by investors valuing the high-growth, high-margin software sector—to more than seven times price to sales.Investors have bid up software companies in recent years because of the transition to recurring revenues. Software companies no longer sell periodic updates. Instead they sign customers up on a subscription basis. The predictable pattern of revenues has been rewarded by investors with higher multiples.That’s not the case with Open Text though. Its valuation is less than four times forward estimated sales, exactly where it was five years ago. That fact belies strong fundamentals. The company boasts a 7% free cash flow yield—double that of the software components of the S&P 500. Open Text revenue has grown at 14% a year on average from 2014 to 2018. And 75% of sales are contractually recurring. So what’s not to like?RBC Capital Markets analyst Paul Treiber rates the shares Outperform with a $47 price target, 22% higher than recent prices. Trieber thinks the valuation is attractive and believes that margins have additional upside once the company finishes integrating a $1.7 billion enterprise software company bought from            Dell Technologies      (DELL) in 2017.Software stocks, including Open Text, are attractive for another reason. Private equity attention. PE firms just acquired two software companies for more than six times sales. Mindbody was bought by Vista Equity Partners in February and Thoma Bravo announced plans to buy          Ellie Mae      (ELLI) in February as well. That deal will close later in 2019.It’s not just private equity players who are interested in software. Activist investors have noticed the valuation discrepancy in Open Text, too. Blue Harbour owns 3.7% of Open Text’s outstanding stock. There is no guarantee activist ownership means a deal is imminent, but the PE and activist attention helps put a floor under its valuation and makes Open Text stock less risky.It appears Open Text stock has flown under the radar to this point. That’s surprising given how investors have gobbled up software stocks in recent years. Now, if U.S. software valuations look concerning you can look North of the border for better value. Danaher is famous for its business system that effectively integrates small, bolt-on acquisitions.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0," High Hopes. Stocks were up as midday neared on Wednesday. The        Dow Jones Industrial Average      had risen 0.3%, while the        S&P 500      index was 0.5% higher and the        Nasdaq Composite      had added 1%. Renewed hope about a trade deal was helping to fuel gains, as reports suggested the U.S. and China have made meaningful progress on the tariff front. Upbeat economic data from Europe and China was also spurring stocks higher.  Midday Movers Accenture      (ACN) gained 0.9% to $176.86 after saying it will buy creative agency Droga5 for undisclosed terms.Acuity Brands      (AYI) rallied 5.5% to $130.71 after reporting fiscal second-quarter earnings. The lighting firm earned $1.99 a share from revenue of $854.4 million. Analysts were looking for EPS of $1.78 and revenue of $877.82 million.Advanced Micro Devices      (AMD) was up 9.9% to $29.39 after Nomura Instinet initiated coverage with a Buy rating and DigiTimes reported that the company could see a boost in sales in the second half of 2019. e.l.f. Beauty      (ELF) rose 11% to $11.60 after Jefferies upgraded it to Buy. Intel      (INTC) was up 2.6% to $55.79 after naming a new chief financial officer, George Davis, who previously held the position at            Qualcomm      (QCOM).  Write to Teresa Rivas at teresa.rivas@barrons.com High Hopes.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0,"The need to slow the spread of the coronavirus outbreak has led to jarring societal changes in the U.S., weighing on workers, teachers, and everyone else forced to stay at home. A number of public U.S. companies hope to soften the blow by offering premium services for free, expanding paid sick leave policies temporarily, and providing resources to help fight the virus. Here’s what some of the biggest companies in the U.S. are doing.The need to slow the spread of the coronavirus outbreak has led to jarring societal changes in the U.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
1,"Adobe      shares were trading lower Thursday afternoon as the company gave an early hint about how the software sector could be affected by the growing coronavirus crisis. For the fiscal first quarter ended Feb. 28, Adobe (ticker: ADBE) posted revenues of $3.09 billion, up 19% year over year, ahead of the Wall Street analyst consensus at $3.04 billion. It was Adobe’s first-ever quarter with more than $3 billion in revenue. Non-GAAP earnings were$2.27 a share, above the Street consensus at $2.23. The company said profits were reduced by 7 cents a share for the cancellation of corporate events due to the coronavirus, or Covid-19, situation.For the second quarter, the company sees revenue of $3.175 billion, above the previous consensus at $3.12 billion, with non-GAAP earnings of $2.35 a share, two pennies above the previous consensus at $2.33.Adobe said guidance reflects the expected impact of the Covid-19 outbreak. The company said its revenue and earnings “are relatively predictable as a result of its subscription-based business model,” but that it does expect some companies to defer bookings decisions, delay consulting services implementations, and reduce marketing spend. Adobe expects reduced consumer spending in countries more adversely impacted by the virus situation and some impact on software license revenue driven by channel partners. “These impacts are expected to be more prominent in countries and industries most affected by the crisis,” the company said.Adobe Chief Financial Officer John Murphy said in an interview with Barron’s that the company had a great first quarter, but that it has started to see some impact from Covid-19, in particular on its consulting services business, which is “higher touch,” with salespeople, consultants, and people working on site to implement software. The company can’t recognize revenue for services it can’t deliver due to travel and other restrictions. Murphy said guidance would have been higher without the effects of the virus.Adobe shares were flat in late trading Thursday. The stock was down 9.6%, to $285, in the regular session. This article has been updated with comments from Adobe’s CFO and to reflect the latest after-hours stock move.  Write to Eric J. Savitz at eric.savitz@barrons.com Adobe shares were trading lower Thursday afternoon as the company gave an early hint about how the software sector could be affected by the growing coronavirus crisis.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights ReservedWith the stock market in full freak-out mode, most investors are ignoring analyst advice on individual issues—every stock now looks a lot cheaper than it was a month ago, or even a week ago. The news that matters is macro in nature—the focus is on the coronavirus outbreak, not incremental improvements in cash flow estimates. That dynamic has spurred some Wall Street pundits to get philosophical—and to coach investors on sticking to their guns on companies with compelling investment stories.Wedbush analyst Dan Ives, who covers a wide range of tech names, took the barbell approach in a research note this morning, trying to pull back to the 30,000-foot level, while also offering some practical suggestions on stocks to buy while everything is on sale.“Across the tech space the red screens are front and center for investors as the panic, fear, and worries about a coronavirus-driven economic downturn continue to pressure stocks across the board,” he writes. “Our investing philosophy in times of crisis is to do a bottoms up analysis and stress test the models of our top tech names/themes vs. a sensitivity in valuations. If stocks stick out with a green light based on this exercise and framework, we hand hold investors to buy these dips through this volatility, own the names for the other side of this panic, and see the forest through the trees on the fundamental drivers for the next decade in tech.”Ives thinks that a “surge of strategic and financial buyer driven M&A could be on the horizon over the coming months as valuations start to reach levels which can ignite a long-overdue deal frenzy that could start to put a floor on the software sector as well.” He thinks            Microsoft      (ticker: MSFT), Alphabet’s (GOOGL) Google,            IBM      (IBM),            Adobe      (ADBE) and            Oracle      (ORCL) could all look to take advantage of their strong balance sheets to beef up their cloud portfolios.Ives writes that he remains bullish on cloud computing, 5G wireless handsets, and cybersecurity. “Does an economic slowdown impact these models and valuations? The answer is a clear yes,” he writes. “However, looking past the fear and panic (and a potential short-lived economic dent/softness), we believe these high-priority areas of spending and business models have attractive risk/rewards looking ahead and we would be buying these tech names at current levels.”His picks: Write to Eric J. Savitz at eric.savitz@barrons.comWith the stock market in full freak-out mode, most investors are ignoring analyst advice on individual issues—every stock now looks a lot cheaper than it was a month ago, or even a week ago.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0,"The enterprise-software sector isn’t going to be a haven from the ongoing spread of the coronavirus. Analysts at both            Citigroup      and Jefferies weighed in on the group Wednesday morning, and both made wholesale estimate cuts for the enterprise-software companies they cover. These companies aren’t directly subject to supply-chain issues or reduced consumer demand, but they have an assortment of vulnerabilities nonetheless as the coronavirus dampens economic activity worldwide.Citi’s Walter Pritchard asserts that “the global reaction to the outbreak will cause some short-term impact on the ability of software companies to close business.” He notes that a number of companies report earnings this week—including            Adobe      (ticker: ADBE),            Oracle      (ORCL),            Slack Technologies      (WORK), and            DocuSign      (DOCU)—which will provide a fresh look at the impact of the virus on software demand. He’s keeping a close eye on Adobe and Oracle, both of which report February quarters and which have “meaningful Japan exposure.”Pritchard sees the companies affected by both soft demand in Asia and risk to high-touch sales models as travel is curtailed and trade shows and meetings are canceled. He also expects a hit to more transactional revenue, like advertising. Companies more tied to recurring revenue, where selling is less required, will be less vulnerable, he says. Pritchard cut estimates for many, but not all, of the companies he covers, noting that the most significant cuts affect            Ceridian HCM      Holding (CDAY),            Check Point Software Technologies      (CHKP),            CrowdStrike Holdings      (CRWD),            Dynatrace      (DT),            Guidewire Software      (GWRE), MicroStrategy (MSTR),            Open Text      (OTEX),            PTC      (PTC),            Splunk      (SPLK),            SAP      (SAP), and            Zscaler      (ZS).In a similar vein, Jefferies analyst Brent Thill cut estimates for 40 companies in his coverage universe for their current fiscal years by 1%-3%. Thill notes that over the past few weeks, a number of companies have already made cautious comments on the outlook.Microsoft      (MSFT), for instance, warned that it won’t reach its previous target in its “More Personal Computing” segment, which includes Windows.            VMware      (VMW) cited virus-related impact on Asian demand, and            Zendesk      (ZEN) pointed to virus risk at a recent analyst day. And Thill notes that March quarter guidance from companies on a normal calendar reporting scheduled likely provided their outlook before the global outbreak, and could be at risk.Thill says companies with exposure to perpetual licenses and multiyear on-premise licenses are most at risk, as travel restrictions reduce the mobility and impact of software sales and support staff. He cites            Check Point,Commvault      (CVLT), Oracle,            Palo Alto Networks      (PANW),            SailPoint      (SAIL),            Tufin Software Technologies      (TUFN), and VMware as companies with high license-revenue exposure. He sees more limited impact for companies with lower touch sales and implementation models. In that group, he includes            Atlassian      (TEAM),            Bill.com      (BILL),            Cloudflare      (NET),            SolarWinds      (SWI),            HubSpot      (HUBS),            Dropbox      (DBX), and Zendesk. Thill says            Intuit      (INTU) is “one of our most defensive names, with subscription-based small business accounting and predictable tax business.” He also likes            Citrix Systems      (CTXS), since “worker mobility is a potential long-term driver of incremental licenses and could benefit from increased remote working near-term.”The Jefferies analyst adds that he would be wary of companies with elevated revenue multiples, which he argues could be more vulnerable to sharp declines. Companies he covers trading at more than 15 times the next 12 months’ revenue include            Bill.com      (BILL),            Shopify      (SHOP),            Datadog      (DDOG),            RingCentral      (RNG),            Paycom Software      (PAYC), Atlassian, Cloudflare, CrowdStrike, and            Smartsheet      (SMAR).Thill suggests software investors focus on companies with strong fundamental stories and high profitability, calling out Adobe, Microsoft, Intuit,            ServiceNow      (NOW), and Ring Central.Amid a sharp, broad market decline Wednesday, almost all software stocks are trading lower. The        S&P 500      is down 3.9%. Write to Eric J. Savitz at eric.savitz@barrons.comThe enterprise-software sector isn’t going to be a haven from the ongoing spread of the coronavirus.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
0,"While painful for many investors, the recent global equity selloff has presented a “golden opportunity” to buy some solid technology stocks cheaper.That’s according to Wedbush analysts, who have offered up 10 tech names to own in the coronavirus rout, which wiped $4.3 trillion off Wall Street equities last week, and threatened to take a little more off the table on Monday.The long-term “transformational bullish trends of cloud computing, 5G EV, streaming and cybersecurity for the next few years,” won’t be altered, even if the virus proves to be a near-term hit on supply chains and demand, analysts Daniel Ives and Strecker Backe told clients in a note.Microsoft      (ticker: MSFT) is at the top of their shopping list. Shares fell 9% last week, and the tech giant took PC guidance off the table due to the virus. Yes, it has China supply-chain issues, but the rest of its guidance is unchanged. It’s a long-term cloud player that shouldn’t be dismissed, say analysts.Apple      (AAPL) is worth owning because once the coronavirus-interrupted supply chain gets back to full speed, the iPhone growth story will resume, they say. Apple recently issued a warning over the virus. Its shares dropped 12% last week.Tesla      (TSLA) slumped 25% last week. The coronavirus is a speed bump that will be short-lived and could just move out a “handful of deliveries” from the March to June quarter for the electric car maker, the analysts maintain. Therefore it’s still worth owning.Wedbush also likes software group            Adobe      (ADBE), whose shares fell 7% last week. The company isn’t expected to be affected by the coronavirus, and has some big tailwinds headed into this year. Elsewhere, cloud-security group            Zscaler      (ZS), identity governance software maker            SailPoint Technologies Holdings      (SAIL), software companies            Nuance Communications      (NUAN) and            NICE      (NICE), e-signature technology group            DocuSign      (DOCU), and ride-sharing group            Uber Technologies       (UBER) are on Wedbush’s list of tech stocks to own. Looking ahead. Even if investors aren’t feeling brave enough to dip a toe in the market right now, a shopping list of stocks to buy when they do feel it’s safe to go back isn’t a bad idea. Email:  editors@barrons.com While painful for many investors, the recent global equity selloff has presented a “golden opportunity” to buy some solid technology stocks cheaper.An error has occurred, please try again later.Thank youThis article has been sent toCopyright ©2020 Dow Jones & Company, Inc. All Rights Reserved"
